incident_severity_Minor Damage,incident_severity_Total Loss,total_claim_amount,incident_severity_Trivial Damage,incident_type_Vehicle Theft,authorities_contacted_Unknown,incident_type_Parked Car,authorities_contacted_Other,hobby_group_leisure,incident_state_WV,authorities_contacted_Police,incident_state_OH,incident_state_SC,umbrella_limit,insured_relationship_other-relative,number_of_vehicles_involved,policy_csl_500/1000,witnesses,collision_type_Rear Collision,insured_relationship_own-child,occupation_group_other,hobby_group_high_risk,incident_state_NY,policy_csl_250/500,luxury_auto_make_flag,bodily_injuries,property_claim_ratio,property_damage,fraud_reported
-0.7403939858915602,-0.6245565802918221,0.7245193902299497,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,1.2299676877139956,-0.5238151531737205,1.4529663145135578,-0.15502721640583392,1.7463066102089588,-0.4798881628097431,-0.4613797645418715,-0.8267144194935779,-0.6546536707079772,0.46900443215790544,-0.7470131303077251,-0.4694927179459061,-0.4031312788599454,-0.5127246804456992,-0.5993524013223552,1.3689047787392414,-0.7370936756031577,0.01119989628667518,0.9104615223031615,1.3060210152084986,1
1.3506322566840276,-0.6245565802918221,-1.811314808398516,-0.3160502595386266,3.0701029160100837,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,1.2299676877139956,-0.5238151531737205,1.4529663145135578,-0.15502721640583392,-0.5726371269248889,1.6933576761622913,2.1674119171501873,-0.8267144194935779,-0.6546536707079772,-1.33344397378228,-0.7470131303077251,-0.4694927179459061,-0.4031312788599454,-0.5127246804456992,-0.5993524013223552,1.3689047787392414,1.3566796637913194,-1.2083443660401778,0.3276279823068934,-1.160068763027202,1
1.3506322566840276,-0.6245565802918221,-0.6840233206403252,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,1.2299676877139956,-0.5238151531737205,1.4529663145135578,-0.15502721640583392,-0.5726371269248889,1.6933576761622913,-0.4613797645418715,1.1326087512529912,-0.6546536707079772,1.3702286351279982,1.3386645554517351,2.1299584887602405,-0.4031312788599454,-0.5127246804456992,1.6684674955730432,-0.7305110008608473,-0.7370936756031577,1.2307441586135281,-0.5628121482429611,0.07297612609064828,0
-0.7403939858915602,-0.6245565802918221,0.41163693199821383,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,1.2299676877139956,-0.5238151531737205,1.4529663145135578,6.450480265234047,-0.5726371269248889,2.128006843956698,-0.4613797645418715,-0.8267144194935779,-0.6546536707079772,0.46900443215790544,-0.7470131303077251,-0.4694927179459061,2.4805815188243354,-0.5127246804456992,-0.5993524013223552,1.3689047787392414,-0.7370936756031577,0.01119989628667518,-0.7943265821859229,-1.160068763027202,1
1.3506322566840276,-0.6245565802918221,-1.756817620180321,-0.3160502595386266,3.0701029160100837,3.8814396517905316,-0.3001668056842815,-0.49680915694297734,1.2299676877139956,-0.5238151531737205,-0.6882472016116853,-0.15502721640583392,-0.5726371269248889,2.128006843956698,-0.4613797645418715,-0.8267144194935779,1.5275252316519468,-0.4322197708121873,1.3386645554517351,-0.4694927179459061,-0.4031312788599454,-0.5127246804456992,1.6684674955730432,-0.7305110008608473,-0.7370936756031577,-1.2083443660401778,-0.7943265821859229,0.07297612609064828,0
-0.7403939858915602,-0.6245565802918221,0.43831387727984783,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,-0.8130294884889122,-0.5238151531737205,-0.6882472016116853,-0.15502721640583392,1.7463066102089588,-0.4798881628097431,-0.4613797645418715,1.1326087512529912,-0.6546536707079772,0.46900443215790544,1.3386645554517351,-0.4694927179459061,-0.4031312788599454,1.9503644707150125,-0.5993524013223552,1.3689047787392414,-0.7370936756031577,-1.2083443660401778,-0.7943265821859229,0.07297612609064828,1
1.3506322566840276,-0.6245565802918221,0.9928132399195259,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,1.2299676877139956,-0.5238151531737205,1.4529663145135578,-0.15502721640583392,-0.5726371269248889,-0.4798881628097431,-0.4613797645418715,1.1326087512529912,-0.6546536707079772,-1.33344397378228,-0.7470131303077251,-0.4694927179459061,-0.4031312788599454,-0.5127246804456992,1.6684674955730432,1.3689047787392414,-0.7370936756031577,-1.2083443660401778,-0.9837474826847101,-1.160068763027202,0
-0.7403939858915602,1.60113596038449,-0.038441244824782575,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,-0.8130294884889122,-0.5238151531737205,1.4529663145135578,-0.15502721640583392,-0.5726371269248889,-0.4798881628097431,-0.4613797645418715,1.1326087512529912,-0.6546536707079772,0.46900443215790544,-0.7470131303077251,-0.4694927179459061,-0.4031312788599454,1.9503644707150125,-0.5993524013223552,-0.7305110008608473,1.3566796637913194,1.2307441586135281,0.9104615223031615,-1.160068763027202,0
-0.7403939858915602,1.60113596038449,-0.9488872773651199,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,-0.8130294884889122,1.9090703923724694,1.4529663145135578,-0.15502721640583392,-0.5726371269248889,-0.4798881628097431,-0.4613797645418715,-0.8267144194935779,-0.6546536707079772,-0.4322197708121873,-0.7470131303077251,2.1299584887602405,2.4805815188243354,-0.5127246804456992,-0.5993524013223552,-0.7305110008608473,-0.7370936756031577,0.01119989628667518,-0.7943265821859229,0.07297612609064828,0
-0.7403939858915602,1.60113596038449,-0.3924824186338966,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,2.01284534720196,-0.8130294884889122,-0.5238151531737205,-0.6882472016116853,-0.15502721640583392,-0.5726371269248889,-0.4798881628097431,-0.4613797645418715,-0.8267144194935779,-0.6546536707079772,-0.4322197708121873,1.3386645554517351,-0.4694927179459061,-0.4031312788599454,-0.5127246804456992,-0.5993524013223552,-0.7305110008608473,-0.7370936756031577,1.2307441586135281,-0.5628121482429611,0.07297612609064828,0
-0.7403939858915602,1.60113596038449,1.3114121864258976,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,1.2299676877139956,-0.5238151531737205,1.4529663145135578,-0.15502721640583392,-0.5726371269248889,1.2587085083678844,2.1674119171501873,-0.8267144194935779,-0.6546536707079772,0.46900443215790544,-0.7470131303077251,-0.4694927179459061,-0.4031312788599454,-0.5127246804456992,1.6684674955730432,-0.7305110008608473,-0.7370936756031577,1.2307441586135281,0.9104615223031615,1.3060210152084986,0
-0.7403939858915602,1.60113596038449,0.14944066980158258,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,1.2299676877139956,-0.5238151531737205,-0.6882472016116853,-0.15502721640583392,1.7463066102089588,0.8240593405734775,-0.4613797645418715,-0.8267144194935779,1.5275252316519468,-1.33344397378228,1.3386645554517351,-0.4694927179459061,-0.4031312788599454,-0.5127246804456992,-0.5993524013223552,-0.7305110008608473,-0.7370936756031577,0.01119989628667518,0.5947600214718493,1.3060210152084986,0
1.3506322566840276,-0.6245565802918221,-1.7270918811522145,-0.3160502595386266,-0.32572197980242423,3.8814396517905316,3.3314809667922107,-0.49680915694297734,-0.8130294884889122,-0.5238151531737205,-0.6882472016116853,-0.15502721640583392,1.7463066102089588,-0.4798881628097431,-0.4613797645418715,-0.8267144194935779,-0.6546536707079772,-0.4322197708121873,1.3386645554517351,-0.4694927179459061,2.4805815188243354,1.9503644707150125,-0.5993524013223552,-0.7305110008608473,-0.7370936756031577,0.01119989628667518,0.3276279823068934,0.07297612609064828,0
