incident_severity_Minor Damage,incident_severity_Total Loss,total_claim_amount,incident_severity_Trivial Damage,incident_type_Vehicle Theft,authorities_contacted_Unknown,incident_type_Parked Car,authorities_contacted_Other,hobby_group_leisure,incident_state_WV,incident_type_Single Vehicle Collision,authorities_contacted_Police,incident_state_OH,incident_state_SC,umbrella_limit,insured_relationship_other-relative,number_of_vehicles_involved,policy_csl_500/1000,witnesses,collision_type_Rear Collision,insured_relationship_own-child,occupation_group_other,hobby_group_high_risk,incident_state_NY,policy_csl_250/500,luxury_auto_make_flag,bodily_injuries,property_claim_ratio,property_damage,insured_sex,incident_state_VA,insured_education_level_Masters,collision_type_Side Collision,vehicle_claim_ratio,policy_annual_premium,police_report_available,policy_state_OH,fraud_reported
-0.7403939858915602,-0.6245565802918221,0.7245193902299497,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,1.2299676877139956,-0.5238151531737205,1.2221451128424905,1.4529663145135578,-0.15502721640583392,1.7463066102089588,-0.4798881628097431,-0.4613797645418715,-0.8267144194935779,-0.6546536707079772,0.46900443215790544,-0.7470131303077251,-0.4694927179459061,-0.4031312788599454,-0.5127246804456992,-0.5993524013223552,1.3689047787392414,-0.7370936756031577,0.01119989628667518,0.9104615223031615,1.3060210152084986,-1.076378329570994,-0.3519278491525987,-0.4048400757532127,1.4163809407518706,0.0796661978134838,0.6333562361094485,1.2676527850263244,1.3506322566840276,1
1.3506322566840276,-0.6245565802918221,-1.811314808398516,-0.3160502595386266,3.0701029160100837,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,1.2299676877139956,-0.5238151531737205,-0.818233440114308,1.4529663145135578,-0.15502721640583392,-0.5726371269248889,1.6933576761622913,2.1674119171501873,-0.8267144194935779,-0.6546536707079772,-1.33344397378228,-0.7470131303077251,-0.4694927179459061,-0.4031312788599454,-0.5127246804456992,-0.5993524013223552,1.3689047787392414,1.3566796637913194,-1.2083443660401778,0.3276279823068934,-1.160068763027202,-1.076378329570994,2.841491522787649,-0.4048400757532127,1.4163809407518706,-0.49528718232080254,-0.258807936792508,-1.19722763030264,-0.7403939858915602,1
1.3506322566840276,-0.6245565802918221,-0.6840233206403252,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,1.2299676877139956,-0.5238151531737205,-0.818233440114308,1.4529663145135578,-0.15502721640583392,-0.5726371269248889,1.6933576761622913,-0.4613797645418715,1.1326087512529912,-0.6546536707079772,1.3702286351279982,1.3386645554517351,2.1299584887602405,-0.4031312788599454,-0.5127246804456992,1.6684674955730432,-0.7305110008608473,-0.7370936756031577,1.2307441586135281,-0.5628121482429611,0.07297612609064828,0.9290413719110863,-0.3519278491525987,-0.4048400757532127,-0.7060247502830425,-0.9169196610859457,0.6598629021268037,0.03521257736184235,1.3506322566840276,0
-0.7403939858915602,-0.6245565802918221,0.41163693199821383,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,1.2299676877139956,-0.5238151531737205,1.2221451128424905,1.4529663145135578,6.450480265234047,-0.5726371269248889,2.128006843956698,-0.4613797645418715,-0.8267144194935779,-0.6546536707079772,0.46900443215790544,-0.7470131303077251,-0.4694927179459061,2.4805815188243354,-0.5127246804456992,-0.5993524013223552,1.3689047787392414,-0.7370936756031577,0.01119989628667518,-0.7943265821859229,-1.160068763027202,0.9290413719110863,-0.3519278491525987,-0.4048400757532127,-0.7060247502830425,1.2755692284927984,0.6709250741404666,0.03521257736184235,-0.7403939858915602,1
1.3506322566840276,-0.6245565802918221,-1.756817620180321,-0.3160502595386266,3.0701029160100837,3.8814396517905316,-0.3001668056842815,-0.49680915694297734,1.2299676877139956,-0.5238151531737205,-0.818233440114308,-0.6882472016116853,-0.15502721640583392,-0.5726371269248889,2.128006843956698,-0.4613797645418715,-0.8267144194935779,1.5275252316519468,-0.4322197708121873,1.3386645554517351,-0.4694927179459061,-0.4031312788599454,-0.5127246804456992,1.6684674955730432,-0.7305110008608473,-0.7370936756031577,-1.2083443660401778,-0.7943265821859229,0.07297612609064828,-1.076378329570994,-0.3519278491525987,-0.4048400757532127,-0.7060247502830425,-0.36879743869126014,1.3864348693473056,0.03521257736184235,-0.7403939858915602,0
-0.7403939858915602,-0.6245565802918221,0.43831387727984783,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,-0.8130294884889122,-0.5238151531737205,-0.818233440114308,-0.6882472016116853,-0.15502721640583392,1.7463066102089588,-0.4798881628097431,-0.4613797645418715,1.1326087512529912,-0.6546536707079772,0.46900443215790544,1.3386645554517351,-0.4694927179459061,-0.4031312788599454,1.9503644707150125,-0.5993524013223552,1.3689047787392414,-0.7370936756031577,-1.2083443660401778,-0.7943265821859229,0.07297612609064828,0.9290413719110863,-0.3519278491525987,-0.4048400757532127,-0.7060247502830425,1.2755692284927984,0.39590245915461836,0.03521257736184235,1.3506322566840276,1
1.3506322566840276,-0.6245565802918221,0.9928132399195259,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,1.2299676877139956,-0.5238151531737205,-0.818233440114308,1.4529663145135578,-0.15502721640583392,-0.5726371269248889,-0.4798881628097431,-0.4613797645418715,1.1326087512529912,-0.6546536707079772,-1.33344397378228,-0.7470131303077251,-0.4694927179459061,-0.4031312788599454,-0.5127246804456992,1.6684674955730432,1.3689047787392414,-0.7370936756031577,-1.2083443660401778,-0.9837474826847101,-1.160068763027202,-1.076378329570994,-0.3519278491525987,-0.4048400757532127,-0.7060247502830425,-1.4152125905356596,0.3203818617536468,-1.19722763030264,-0.7403939858915602,0
-0.7403939858915602,1.60113596038449,-0.038441244824782575,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,-0.8130294884889122,-0.5238151531737205,-0.818233440114308,1.4529663145135578,-0.15502721640583392,-0.5726371269248889,-0.4798881628097431,-0.4613797645418715,1.1326087512529912,-0.6546536707079772,0.46900443215790544,-0.7470131303077251,-0.4694927179459061,-0.4031312788599454,1.9503644707150125,-0.5993524013223552,-0.7305110008608473,1.3566796637913194,1.2307441586135281,0.9104615223031615,-1.160068763027202,-1.076378329570994,2.841491522787649,-0.4048400757532127,-0.7060247502830425,-1.4152125905356596,-0.5148972189088168,1.2676527850263244,-0.7403939858915602,0
-0.7403939858915602,1.60113596038449,-0.9488872773651199,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,-0.49680915694297734,-0.8130294884889122,1.9090703923724694,1.2221451128424905,1.4529663145135578,-0.15502721640583392,-0.5726371269248889,-0.4798881628097431,-0.4613797645418715,-0.8267144194935779,-0.6546536707079772,-0.4322197708121873,-0.7470131303077251,2.1299584887602405,2.4805815188243354,-0.5127246804456992,-0.5993524013223552,-0.7305110008608473,-0.7370936756031577,0.01119989628667518,-0.7943265821859229,0.07297612609064828,0.9290413719110863,-0.3519278491525987,-0.4048400757532127,-0.7060247502830425,1.2755692284927984,0.786865146206747,1.2676527850263244,-0.7403939858915602,0
-0.7403939858915602,1.60113596038449,-0.3924824186338966,-0.3160502595386266,-0.32572197980242423,-0.25763636426465986,-0.3001668056842815,2.01284534720196,-0.8130294884889122,-0.5238151531737205,1.2221451128424905,-0.6882472016116853,-0.15502721640583392,-0.5726371269248889,-0.4798881628097431,-0.4613797645418715,-0.8267144194935779,-0.6546536707079772,-0.4322197708121873,1.3386645554517351,-0.4694927179459061,-0.4031312788599454,-0.5127246804456992,-0.5993524013223552,-0.7305110008608473,-0.7370936756031577,1.2307441586135281,-0.5628121482429611,0.07297612609064828,-1.076378329570994,-0.3519278491525987,-0.4048400757532127,-0.7060247502830425,0.9101544135630075,0.24520163887617324,-1.19722763030264,-0.7403939858915602,0
